user_id,event_sequence,label
1610,"[3, 2, 5, 5, 2, 13, 3, 2, 5, 3, 12, 5, 5, 12, 2, 11, 14, 12, 11, 2]",1
1611,"[12, 5, 2, 13, 18, 12, 13, 5, 12, 11, 14, 12, 11, 13, 2, 11, 2, 14, 12, 11]",1
1612,"[4, 3, 23, 6, 6, 23, 3, 8, 8, 3, 2, 2, 2, 3, 23, 23, 24, 6, 24, 4]",0
1613,"[2, 24, 6, 23, 6, 6, 24, 6, 4, 24, 4, 4, 24, 6, 8, 24, 24, 3, 24, 4]",0
1614,"[11, 11, 3, 12, 14, 12, 18, 18, 3, 3, 18, 13, 5, 14, 14, 2, 3, 13, 5, 5]",1
1615,"[8, 24, 23, 23, 2, 4, 2, 8, 4, 24, 23, 2, 6, 23, 24, 6, 8, 8, 2, 23]",0
1616,"[13, 5, 13, 12, 2, 11, 13, 2, 11, 18, 3, 3, 13, 11, 12, 3, 13, 3, 5, 18]",1
1617,"[24, 4, 3, 8, 3, 3, 2, 3, 6, 24, 8, 6, 23, 3, 8, 24, 4, 2, 6, 2]",0
1618,"[8, 24, 8, 6, 6, 2, 8, 3, 8, 3, 2, 24, 4, 24, 23, 6, 24, 2, 4, 4]",0
1619,"[2, 8, 2, 2, 24, 6, 23, 4, 4, 24, 2, 4, 6, 8, 8, 3, 8, 6, 24, 8]",0
1620,"[6, 2, 8, 6, 23, 4, 4, 23, 3, 6, 6, 3, 6, 3, 24, 6, 24, 3, 4, 3]",0
1621,"[8, 4, 6, 3, 3, 3, 23, 8, 24, 2, 2, 24, 24, 8, 3, 24, 23, 24, 3, 8]",0
1622,"[3, 6, 3, 8, 8, 23, 8, 24, 8, 8, 2, 24, 6, 3, 2, 6, 23, 8, 8, 2]",0
1623,"[6, 24, 3, 3, 4, 2, 4, 24, 4, 8, 3, 3, 2, 6, 2, 24, 24, 6, 2, 23]",0
1624,"[3, 8, 8, 23, 8, 23, 3, 2, 4, 8, 3, 23, 2, 6, 8, 23, 2, 3, 8, 24]",0
1625,"[6, 23, 8, 4, 23, 6, 2, 23, 23, 6, 3, 2, 24, 6, 24, 23, 8, 23, 2, 2]",0
1626,"[4, 24, 24, 6, 8, 3, 3, 6, 4, 6, 8, 3, 24, 8, 4, 8, 6, 6, 3, 4]",0
1627,"[24, 4, 23, 23, 24, 24, 24, 4, 23, 2, 6, 24, 3, 24, 2, 3, 2, 6, 4, 23]",0
1628,"[8, 23, 2, 3, 24, 2, 4, 4, 6, 23, 2, 4, 24, 8, 23, 6, 24, 2, 6, 2]",0
1629,"[14, 2, 12, 12, 13, 3, 13, 12, 3, 18, 18, 13, 3, 18, 18, 5, 14, 14, 14, 14]",1
1630,"[24, 2, 8, 23, 2, 3, 4, 2, 23, 24, 24, 3, 24, 24, 8, 23, 2, 24, 24, 3]",0
1631,"[23, 2, 4, 3, 6, 6, 6, 24, 24, 3, 23, 24, 8, 2, 6, 8, 23, 4, 3, 3]",0
1632,"[2, 3, 4, 24, 23, 2, 6, 8, 8, 2, 24, 6, 8, 24, 8, 2, 4, 23, 3, 8]",0
1633,"[12, 2, 18, 12, 18, 13, 11, 18, 18, 5, 5, 3, 5, 2, 13, 14, 14, 2, 18, 11]",1
1634,"[12, 2, 5, 18, 18, 5, 5, 3, 18, 5, 18, 2, 2, 14, 18, 11, 13, 18, 2, 3]",1
1635,"[8, 24, 8, 23, 4, 3, 6, 2, 23, 3, 6, 24, 3, 2, 8, 6, 24, 4, 24, 4]",0
1636,"[2, 5, 3, 2, 13, 3, 14, 11, 18, 3, 18, 13, 18, 18, 2, 12, 11, 5, 13, 2]",1
1637,"[24, 24, 2, 4, 24, 2, 4, 24, 2, 8, 3, 4, 3, 24, 6, 6, 8, 6, 6, 6]",0
1638,"[6, 3, 4, 8, 8, 8, 2, 2, 6, 6, 23, 4, 2, 8, 4, 8, 3, 4, 23, 2]",0
1639,"[3, 3, 2, 3, 24, 24, 24, 8, 24, 23, 3, 3, 8, 4, 2, 4, 4, 24, 23, 6]",0
1640,"[11, 13, 3, 13, 18, 14, 18, 11, 13, 14, 11, 2, 14, 12, 14, 5, 14, 11, 2, 11]",1
1641,"[23, 24, 6, 23, 8, 24, 24, 3, 2, 24, 2, 23, 4, 6, 2, 24, 23, 8, 6, 24]",0
1642,"[6, 24, 8, 24, 23, 2, 8, 8, 3, 24, 24, 24, 6, 2, 6, 23, 2, 6, 23, 3]",0
1643,"[4, 8, 3, 3, 3, 24, 23, 23, 24, 23, 3, 24, 6, 4, 6, 2, 6, 3, 6, 2]",0
1644,"[2, 2, 18, 13, 18, 13, 2, 5, 5, 2, 12, 2, 13, 18, 5, 3, 2, 14, 11, 12]",1
1645,"[2, 8, 8, 3, 6, 4, 8, 3, 8, 6, 23, 2, 3, 3, 8, 2, 8, 2, 6, 6]",0
1646,"[8, 8, 2, 23, 4, 3, 8, 2, 8, 2, 2, 2, 24, 8, 23, 2, 24, 2, 3, 23]",0
1647,"[6, 24, 8, 2, 2, 6, 6, 23, 4, 24, 6, 24, 6, 6, 8, 24, 6, 4, 3, 24]",0
1648,"[13, 2, 14, 2, 3, 12, 3, 18, 11, 5, 11, 12, 3, 3, 13, 18, 3, 12, 3, 2]",1
1649,"[24, 3, 4, 2, 2, 3, 2, 6, 3, 23, 2, 8, 6, 6, 8, 8, 8, 3, 23, 6]",0
1650,"[24, 3, 2, 24, 8, 2, 8, 2, 2, 4, 4, 6, 8, 8, 24, 2, 4, 8, 4, 4]",0
1651,"[13, 13, 3, 5, 18, 11, 12, 12, 13, 3, 11, 13, 11, 3, 13, 13, 13, 13, 2, 13]",1
1652,"[8, 2, 4, 4, 4, 24, 24, 3, 2, 3, 4, 3, 3, 4, 3, 2, 23, 23, 3, 4]",0
1653,"[12, 13, 12, 13, 12, 11, 13, 2, 14, 2, 5, 2, 2, 12, 18, 3, 5, 12, 3, 14]",1
1654,"[13, 18, 2, 14, 18, 14, 13, 2, 5, 11, 13, 3, 5, 2, 3, 3, 3, 13, 2, 12]",1
1655,"[6, 4, 4, 3, 24, 23, 8, 3, 2, 4, 8, 4, 6, 2, 2, 24, 8, 23, 6, 6]",0
1656,"[2, 8, 23, 2, 23, 8, 6, 24, 3, 8, 6, 6, 23, 24, 3, 4, 4, 2, 4, 8]",0
1657,"[3, 2, 2, 3, 4, 4, 4, 23, 2, 24, 4, 2, 3, 24, 4, 3, 24, 3, 3, 2]",0
1658,"[23, 23, 4, 4, 2, 6, 2, 2, 6, 23, 8, 4, 6, 23, 3, 8, 3, 24, 8, 8]",0
1659,"[12, 11, 11, 12, 2, 2, 3, 2, 3, 18, 12, 12, 3, 12, 13, 3, 5, 12, 18, 18]",1
1660,"[8, 2, 8, 8, 8, 6, 8, 8, 24, 2, 24, 3, 24, 24, 8, 24, 6, 8, 3, 2]",0
1661,"[4, 8, 3, 23, 6, 6, 23, 4, 2, 24, 24, 24, 2, 3, 3, 4, 24, 6, 2, 2]",0
1662,"[2, 4, 8, 23, 2, 24, 4, 24, 8, 2, 24, 3, 2, 4, 3, 2, 23, 6, 24, 4]",0
1663,"[4, 8, 2, 3, 23, 23, 2, 23, 23, 3, 4, 6, 4, 4, 24, 24, 3, 3, 3, 3]",0
1664,"[3, 8, 23, 24, 8, 3, 23, 4, 2, 3, 24, 23, 23, 4, 2, 23, 4, 2, 6, 24]",0
1665,"[13, 2, 13, 12, 14, 2, 3, 11, 13, 14, 5, 5, 11, 13, 13, 18, 5, 5, 12, 12]",1
1666,"[2, 2, 11, 12, 2, 2, 14, 12, 5, 13, 5, 2, 18, 13, 12, 2, 14, 3, 11, 12]",1
1667,"[14, 3, 11, 3, 3, 5, 13, 5, 13, 2, 13, 2, 18, 14, 11, 18, 14, 13, 14, 11]",1
1668,"[3, 23, 8, 6, 24, 3, 3, 3, 2, 24, 23, 3, 24, 6, 8, 24, 4, 3, 3, 2]",0
1669,"[12, 11, 3, 12, 5, 3, 14, 14, 11, 11, 5, 3, 18, 2, 18, 11, 5, 3, 11, 2]",1
1670,"[13, 3, 18, 2, 14, 18, 2, 11, 5, 14, 2, 11, 18, 13, 13, 18, 14, 5, 11, 11]",1
1671,"[6, 3, 6, 8, 2, 3, 8, 4, 8, 3, 8, 3, 24, 8, 3, 3, 8, 24, 4, 23]",0
1672,"[3, 4, 8, 6, 4, 23, 8, 8, 2, 4, 2, 23, 2, 23, 2, 2, 23, 3, 23, 24]",0
1673,"[2, 24, 4, 4, 8, 23, 23, 6, 2, 24, 2, 4, 6, 2, 6, 8, 23, 23, 3, 4]",0
1674,"[11, 13, 12, 14, 12, 11, 11, 13, 11, 5, 3, 3, 2, 13, 2, 3, 13, 14, 3, 5]",1
1675,"[3, 11, 2, 5, 2, 14, 13, 3, 11, 12, 18, 12, 14, 2, 18, 12, 12, 3, 2, 13]",1
1676,"[6, 24, 23, 24, 6, 3, 4, 3, 8, 8, 6, 4, 8, 2, 6, 3, 4, 6, 6, 3]",0
1677,"[8, 4, 23, 23, 8, 3, 6, 3, 23, 2, 24, 2, 23, 23, 24, 2, 8, 23, 6, 2]",0
1678,"[8, 2, 3, 3, 2, 24, 24, 23, 4, 23, 6, 6, 4, 2, 6, 24, 23, 23, 4, 23]",0
1679,"[24, 6, 23, 3, 8, 6, 4, 2, 6, 8, 6, 8, 2, 6, 6, 8, 23, 24, 24, 3]",0
1680,"[12, 5, 5, 5, 12, 14, 2, 12, 5, 3, 2, 18, 13, 13, 5, 18, 13, 18, 14, 11]",1
1681,"[3, 2, 14, 2, 5, 13, 11, 5, 3, 13, 18, 3, 2, 2, 14, 2, 2, 14, 14, 18]",1
1682,"[3, 14, 5, 5, 5, 3, 18, 11, 18, 12, 13, 5, 13, 14, 13, 11, 13, 5, 11, 11]",1
1683,"[8, 3, 8, 24, 23, 6, 24, 2, 2, 6, 6, 4, 23, 2, 6, 8, 2, 3, 3, 6]",0
1684,"[5, 14, 11, 5, 12, 18, 18, 11, 3, 3, 14, 18, 13, 3, 14, 18, 2, 14, 14, 5]",1
1685,"[8, 3, 4, 3, 6, 2, 3, 8, 24, 8, 23, 6, 4, 2, 24, 23, 24, 3, 2, 2]",0
1686,"[3, 23, 24, 2, 23, 3, 2, 23, 4, 8, 6, 2, 3, 8, 24, 6, 23, 2, 2, 23]",0
1687,"[5, 5, 11, 12, 12, 3, 11, 5, 2, 12, 13, 3, 13, 5, 5, 3, 14, 12, 13, 11]",1
1688,"[2, 23, 24, 23, 6, 24, 6, 4, 3, 23, 24, 8, 2, 24, 8, 2, 8, 8, 2, 4]",0
1689,"[3, 23, 6, 2, 6, 2, 8, 4, 23, 4, 3, 4, 23, 2, 8, 23, 24, 8, 2, 23]",0
1690,"[11, 3, 3, 12, 14, 5, 5, 13, 13, 11, 13, 2, 3, 12, 12, 11, 13, 3, 18, 11]",1
1691,"[23, 4, 6, 2, 24, 4, 4, 8, 8, 23, 23, 6, 2, 2, 4, 24, 23, 2, 4, 2]",0
1692,"[23, 6, 3, 2, 6, 6, 4, 8, 24, 2, 2, 4, 3, 2, 24, 23, 4, 4, 23, 3]",0
1693,"[2, 5, 3, 13, 14, 18, 18, 5, 18, 3, 18, 14, 12, 18, 12, 2, 11, 14, 5, 3]",1
1694,"[2, 3, 8, 23, 3, 23, 6, 23, 3, 24, 8, 4, 24, 24, 2, 4, 3, 2, 6, 6]",0
1695,"[2, 6, 24, 24, 24, 6, 3, 4, 24, 23, 2, 4, 23, 6, 24, 8, 8, 6, 3, 8]",0
1696,"[6, 4, 8, 8, 24, 2, 6, 3, 23, 24, 3, 4, 24, 24, 24, 24, 23, 3, 8, 2]",0
1697,"[24, 3, 24, 6, 6, 2, 23, 3, 24, 4, 23, 2, 4, 3, 23, 8, 23, 24, 23, 6]",0
1698,"[18, 2, 18, 13, 13, 3, 14, 2, 13, 13, 11, 2, 12, 14, 2, 12, 12, 12, 11, 18]",1
1699,"[18, 2, 18, 3, 12, 12, 2, 13, 2, 11, 2, 2, 3, 5, 18, 13, 11, 5, 12, 13]",1
1700,"[24, 4, 24, 3, 23, 23, 23, 2, 4, 6, 4, 23, 4, 8, 8, 8, 8, 6, 3, 8]",0
1701,"[2, 8, 4, 23, 24, 8, 3, 4, 4, 6, 8, 6, 24, 24, 24, 6, 24, 6, 24, 4]",0
1702,"[24, 24, 2, 2, 4, 3, 24, 3, 4, 6, 3, 2, 6, 8, 24, 23, 6, 2, 24, 2]",0
1703,"[2, 24, 24, 8, 23, 6, 23, 2, 3, 4, 8, 8, 3, 3, 2, 4, 24, 3, 8, 8]",0
1704,"[14, 3, 12, 13, 5, 5, 11, 12, 5, 11, 11, 18, 5, 11, 13, 11, 11, 3, 18, 14]",1
1705,"[24, 24, 6, 6, 6, 24, 4, 4, 24, 24, 3, 6, 23, 4, 24, 3, 4, 23, 3, 4]",0
1706,"[5, 14, 14, 18, 2, 2, 3, 14, 13, 14, 11, 18, 14, 5, 3, 12, 14, 12, 11, 2]",1
1707,"[3, 3, 6, 6, 4, 8, 24, 3, 6, 24, 23, 6, 8, 8, 24, 6, 4, 23, 6, 23]",0
1708,"[6, 2, 4, 6, 24, 6, 2, 2, 3, 6, 23, 24, 24, 8, 6, 2, 2, 6, 2, 3]",0
1709,"[5, 18, 12, 18, 12, 13, 14, 11, 5, 3, 13, 18, 12, 3, 18, 18, 18, 12, 11, 5]",1
1710,"[14, 18, 11, 14, 12, 14, 2, 18, 18, 12, 5, 3, 18, 18, 14, 18, 14, 2, 12, 3]",1
1711,"[23, 4, 6, 2, 4, 3, 8, 4, 23, 3, 4, 6, 4, 8, 3, 2, 23, 3, 6, 8]",0
1712,"[23, 3, 4, 23, 4, 3, 24, 4, 4, 4, 3, 24, 3, 2, 2, 4, 6, 2, 23, 23]",0
1713,"[23, 2, 23, 4, 8, 24, 6, 3, 4, 4, 8, 6, 24, 24, 23, 23, 2, 6, 3, 3]",0
1714,"[3, 23, 4, 24, 2, 3, 2, 8, 23, 2, 4, 23, 6, 6, 3, 3, 23, 2, 24, 3]",0
1715,"[12, 2, 11, 3, 13, 18, 14, 13, 13, 12, 13, 5, 13, 13, 14, 18, 12, 2, 2, 12]",1
1716,"[6, 24, 23, 24, 3, 2, 2, 24, 3, 4, 2, 8, 2, 3, 23, 8, 6, 2, 8, 23]",0
1717,"[3, 24, 24, 8, 8, 8, 2, 2, 6, 23, 3, 6, 24, 8, 23, 23, 8, 3, 23, 23]",0
1718,"[8, 23, 24, 2, 8, 24, 4, 3, 6, 2, 24, 23, 8, 4, 6, 2, 8, 23, 2, 8]",0
1719,"[3, 8, 4, 24, 23, 6, 2, 8, 4, 4, 24, 24, 23, 6, 2, 8, 3, 4, 6, 24]",0
1720,"[6, 4, 23, 3, 2, 3, 3, 6, 2, 8, 24, 24, 24, 8, 23, 24, 3, 4, 2, 6]",0
1721,"[4, 4, 8, 24, 23, 3, 23, 4, 6, 8, 2, 2, 3, 24, 6, 8, 6, 8, 4, 8]",0
1722,"[24, 3, 3, 6, 2, 6, 2, 2, 23, 8, 4, 6, 6, 8, 4, 6, 4, 3, 3, 24]",0
1723,"[6, 24, 8, 23, 6, 24, 23, 23, 3, 6, 8, 3, 4, 24, 24, 2, 8, 8, 6, 3]",0
1724,"[18, 11, 5, 5, 11, 3, 18, 18, 14, 18, 18, 3, 5, 2, 5, 12, 3, 14, 14, 3]",1
1725,"[23, 24, 6, 3, 4, 24, 24, 2, 24, 6, 6, 4, 23, 24, 24, 2, 24, 3, 2, 23]",0
1726,"[23, 23, 23, 4, 24, 2, 4, 6, 8, 8, 23, 6, 3, 2, 4, 8, 23, 23, 23, 23]",0
1727,"[8, 24, 3, 23, 24, 6, 4, 24, 4, 23, 24, 24, 2, 24, 6, 6, 4, 3, 6, 23]",0
1728,"[2, 2, 24, 8, 8, 2, 23, 24, 6, 24, 2, 4, 23, 2, 4, 3, 6, 3, 24, 2]",0
1729,"[3, 5, 14, 12, 13, 3, 14, 3, 14, 18, 5, 12, 18, 13, 5, 5, 14, 12, 13, 2]",1
1730,"[2, 2, 8, 2, 23, 23, 6, 8, 2, 24, 4, 23, 2, 3, 24, 3, 24, 2, 8, 4]",0
1731,"[4, 3, 4, 6, 8, 4, 4, 3, 23, 23, 3, 4, 2, 8, 2, 8, 8, 4, 8, 24]",0
1732,"[6, 24, 4, 3, 4, 6, 4, 4, 23, 6, 23, 4, 23, 8, 4, 2, 3, 2, 23, 24]",0
1733,"[3, 6, 4, 4, 6, 23, 8, 24, 8, 24, 2, 23, 6, 6, 4, 8, 2, 8, 2, 23]",0
1734,"[12, 13, 14, 2, 12, 12, 12, 2, 2, 12, 2, 12, 14, 18, 11, 12, 2, 14, 12, 2]",1
1735,"[3, 24, 6, 24, 3, 8, 6, 6, 23, 24, 4, 2, 23, 2, 6, 4, 3, 4, 2, 3]",0
1736,"[13, 2, 3, 12, 18, 3, 2, 12, 11, 14, 14, 13, 3, 18, 11, 12, 18, 2, 13, 11]",1
1737,"[5, 13, 18, 13, 12, 13, 14, 3, 14, 11, 3, 14, 2, 13, 18, 3, 2, 14, 3, 5]",1
1738,"[24, 3, 2, 6, 4, 23, 4, 4, 3, 8, 3, 3, 23, 6, 24, 23, 8, 6, 8, 4]",0
1739,"[2, 2, 14, 12, 13, 13, 11, 2, 14, 5, 12, 14, 2, 5, 3, 11, 13, 5, 11, 3]",1
1740,"[24, 3, 6, 6, 3, 23, 6, 6, 24, 4, 4, 3, 3, 6, 4, 2, 23, 3, 23, 23]",0
1741,"[8, 23, 4, 4, 8, 8, 24, 24, 8, 6, 23, 4, 24, 2, 8, 2, 24, 6, 4, 4]",0
1742,"[18, 2, 2, 18, 11, 14, 3, 12, 14, 12, 18, 11, 3, 2, 12, 13, 13, 3, 11, 13]",1
1743,"[14, 5, 14, 12, 5, 3, 12, 18, 5, 12, 13, 3, 18, 12, 2, 3, 18, 12, 11, 18]",1
1744,"[13, 18, 12, 3, 3, 3, 2, 14, 13, 13, 3, 18, 3, 13, 14, 18, 11, 14, 5, 14]",1
1745,"[14, 18, 14, 14, 3, 11, 12, 18, 18, 18, 3, 13, 14, 18, 11, 14, 3, 3, 3, 3]",1
1746,"[2, 3, 3, 8, 23, 6, 3, 8, 6, 23, 23, 3, 6, 8, 24, 4, 4, 8, 3, 8]",0
1747,"[6, 6, 8, 6, 24, 4, 3, 23, 24, 23, 24, 2, 4, 6, 4, 24, 23, 8, 23, 2]",0
1748,"[11, 5, 2, 3, 18, 2, 5, 14, 13, 3, 11, 5, 2, 12, 5, 3, 12, 2, 14, 2]",1
1749,"[12, 11, 3, 18, 18, 3, 14, 5, 3, 3, 3, 13, 11, 5, 18, 14, 13, 14, 5, 5]",1
1750,"[24, 6, 24, 4, 24, 23, 8, 6, 8, 2, 2, 8, 23, 4, 23, 23, 4, 23, 6, 2]",0
1751,"[8, 8, 4, 8, 2, 6, 6, 4, 4, 3, 6, 4, 24, 6, 24, 6, 8, 6, 6, 23]",0
1752,"[23, 23, 4, 6, 3, 4, 3, 23, 4, 6, 23, 4, 4, 24, 23, 2, 23, 4, 3, 4]",0
1753,"[6, 8, 6, 4, 6, 6, 6, 3, 3, 3, 23, 23, 23, 6, 24, 3, 2, 4, 8, 3]",0
1754,"[4, 24, 8, 6, 3, 8, 2, 3, 24, 8, 3, 2, 23, 24, 8, 6, 3, 3, 3, 24]",0
1755,"[6, 24, 8, 2, 6, 24, 4, 24, 3, 8, 8, 2, 8, 6, 23, 6, 24, 3, 2, 3]",0
1756,"[23, 6, 8, 3, 4, 23, 6, 23, 6, 2, 23, 4, 8, 4, 23, 4, 3, 4, 6, 4]",0
1757,"[11, 13, 2, 18, 11, 14, 14, 11, 2, 5, 12, 5, 13, 5, 12, 13, 3, 2, 2, 5]",1
1758,"[24, 24, 6, 6, 24, 3, 4, 3, 3, 3, 3, 23, 24, 24, 3, 23, 23, 3, 2, 2]",0
1759,"[12, 18, 5, 5, 5, 14, 14, 14, 3, 18, 18, 13, 14, 14, 5, 11, 3, 5, 3, 12]",1
1760,"[3, 8, 24, 24, 6, 2, 6, 4, 4, 3, 23, 6, 8, 8, 23, 8, 8, 8, 4, 3]",0
1761,"[3, 14, 2, 11, 2, 11, 13, 2, 12, 12, 5, 11, 11, 11, 18, 12, 5, 11, 5, 13]",1
1762,"[6, 6, 8, 8, 4, 6, 6, 6, 3, 24, 23, 6, 23, 3, 24, 4, 2, 6, 23, 4]",0
1763,"[24, 3, 2, 24, 23, 3, 2, 2, 2, 8, 8, 2, 8, 4, 3, 6, 2, 23, 4, 24]",0
1764,"[3, 6, 6, 2, 24, 23, 3, 6, 6, 24, 6, 4, 8, 6, 6, 23, 6, 8, 23, 8]",0
1765,"[12, 12, 14, 11, 12, 18, 11, 18, 13, 18, 11, 13, 12, 12, 3, 14, 2, 18, 3, 3]",1
1766,"[4, 2, 23, 24, 23, 3, 23, 23, 3, 23, 3, 3, 2, 6, 6, 23, 3, 2, 4, 2]",0
1767,"[6, 8, 3, 4, 23, 8, 23, 2, 8, 8, 24, 24, 24, 6, 3, 24, 4, 3, 23, 2]",0
1768,"[8, 23, 3, 8, 23, 2, 23, 4, 4, 3, 24, 8, 6, 3, 8, 3, 8, 6, 23, 6]",0
1769,"[6, 3, 4, 8, 6, 4, 2, 6, 23, 23, 4, 3, 3, 6, 8, 6, 24, 6, 8, 24]",0
1770,"[13, 11, 11, 2, 3, 13, 2, 2, 14, 11, 2, 13, 13, 14, 11, 11, 5, 5, 18, 2]",1
1771,"[8, 24, 3, 3, 6, 8, 2, 4, 2, 4, 24, 2, 3, 2, 2, 4, 24, 6, 8, 2]",0
1772,"[8, 23, 2, 4, 23, 3, 23, 6, 8, 24, 2, 4, 8, 23, 6, 8, 4, 3, 4, 6]",0
1773,"[2, 8, 4, 6, 6, 2, 8, 3, 2, 23, 2, 23, 3, 4, 2, 8, 8, 24, 2, 4]",0
1774,"[4, 23, 6, 4, 4, 23, 23, 8, 2, 6, 24, 23, 6, 2, 2, 2, 2, 24, 2, 8]",0
1775,"[6, 6, 4, 4, 6, 2, 4, 6, 23, 6, 8, 2, 24, 4, 3, 24, 24, 3, 3, 24]",0
1776,"[8, 4, 4, 2, 8, 23, 23, 3, 24, 8, 24, 4, 23, 2, 23, 23, 24, 23, 24, 24]",0
1777,"[24, 3, 24, 3, 3, 24, 3, 3, 3, 8, 6, 24, 24, 8, 2, 2, 23, 3, 6, 8]",0
1778,"[3, 4, 8, 3, 3, 24, 24, 23, 24, 8, 8, 8, 24, 4, 4, 8, 2, 24, 3, 8]",0
1779,"[3, 12, 3, 11, 2, 12, 3, 5, 2, 11, 3, 5, 13, 12, 14, 2, 14, 11, 14, 3]",1
1780,"[24, 4, 2, 8, 4, 23, 23, 6, 2, 2, 2, 2, 8, 4, 6, 4, 6, 3, 4, 2]",0
1781,"[4, 3, 4, 6, 23, 24, 2, 24, 6, 8, 2, 2, 23, 23, 4, 2, 3, 23, 8, 2]",0
1782,"[3, 4, 3, 24, 24, 24, 4, 24, 4, 24, 3, 2, 3, 23, 3, 24, 23, 2, 2, 23]",0
1783,"[3, 18, 13, 5, 13, 18, 13, 5, 13, 12, 14, 3, 5, 14, 3, 2, 5, 12, 11, 11]",1
1784,"[24, 3, 3, 3, 3, 23, 4, 23, 2, 23, 24, 4, 4, 23, 3, 4, 8, 8, 8, 4]",0
1785,"[6, 3, 8, 3, 8, 4, 8, 6, 6, 2, 4, 3, 8, 8, 24, 24, 2, 2, 24, 6]",0
1786,"[4, 2, 2, 3, 23, 2, 24, 23, 23, 2, 2, 3, 3, 23, 23, 23, 4, 6, 4, 3]",0
1787,"[3, 24, 24, 24, 4, 4, 23, 4, 8, 3, 4, 4, 3, 23, 3, 24, 24, 6, 3, 3]",0
1788,"[14, 11, 14, 3, 14, 2, 14, 5, 18, 2, 18, 3, 13, 13, 3, 18, 3, 13, 18, 13]",1
1789,"[8, 4, 3, 6, 6, 23, 23, 3, 8, 4, 6, 3, 23, 2, 8, 23, 24, 4, 24, 24]",0
1790,"[5, 5, 14, 11, 2, 11, 3, 14, 18, 14, 2, 5, 12, 18, 5, 11, 12, 14, 13, 12]",1
1791,"[5, 13, 13, 5, 13, 5, 14, 11, 11, 14, 14, 18, 2, 3, 5, 12, 14, 3, 12, 11]",1
1792,"[8, 24, 23, 4, 24, 24, 3, 23, 4, 2, 4, 6, 3, 24, 24, 4, 24, 6, 6, 8]",0
1793,"[24, 8, 6, 23, 23, 24, 8, 23, 23, 24, 23, 4, 24, 6, 23, 6, 23, 24, 24, 24]",0
1794,"[3, 11, 11, 14, 3, 12, 12, 5, 14, 13, 13, 12, 3, 2, 18, 12, 3, 18, 5, 12]",1
1795,"[4, 4, 2, 3, 23, 3, 8, 24, 2, 3, 4, 2, 2, 23, 6, 2, 4, 4, 8, 4]",0
1796,"[3, 24, 2, 23, 23, 23, 8, 24, 6, 4, 2, 6, 24, 4, 24, 24, 3, 6, 8, 2]",0
1797,"[23, 3, 23, 6, 24, 2, 24, 23, 24, 23, 4, 6, 23, 6, 24, 2, 8, 6, 8, 2]",0
1798,"[13, 13, 5, 5, 18, 13, 11, 18, 14, 11, 13, 2, 12, 11, 14, 12, 3, 18, 3, 5]",1
1799,"[3, 13, 14, 18, 5, 13, 14, 13, 12, 18, 18, 13, 18, 13, 11, 3, 18, 5, 5, 14]",1
1800,"[24, 23, 24, 2, 2, 24, 8, 24, 4, 2, 6, 2, 2, 3, 4, 6, 8, 6, 23, 24]",0
1801,"[23, 8, 2, 2, 3, 3, 6, 23, 6, 23, 3, 8, 24, 8, 8, 24, 2, 4, 8, 2]",0
1802,"[5, 2, 18, 12, 14, 14, 12, 3, 11, 11, 14, 12, 13, 14, 5, 2, 3, 14, 12, 14]",1
1803,"[5, 11, 5, 2, 13, 3, 18, 5, 3, 2, 11, 11, 14, 3, 12, 11, 18, 12, 5, 5]",1
1804,"[12, 5, 13, 12, 12, 3, 5, 2, 13, 3, 5, 5, 11, 12, 14, 18, 11, 2, 13, 14]",1
1805,"[6, 4, 6, 2, 23, 4, 4, 4, 8, 4, 23, 2, 2, 24, 2, 3, 6, 8, 2, 2]",0
1806,"[6, 23, 4, 6, 8, 3, 23, 23, 23, 6, 2, 4, 24, 3, 8, 4, 24, 4, 23, 2]",0
1807,"[8, 4, 3, 4, 8, 8, 6, 3, 8, 4, 8, 8, 4, 3, 3, 6, 4, 3, 4, 4]",0
1808,"[24, 24, 23, 4, 3, 23, 2, 3, 8, 4, 3, 3, 6, 3, 2, 4, 23, 2, 3, 24]",0
1809,"[5, 12, 18, 12, 3, 11, 3, 18, 12, 2, 3, 12, 12, 18, 12, 14, 3, 3, 3, 5]",1
1810,"[2, 8, 3, 3, 2, 4, 2, 8, 6, 24, 2, 8, 2, 3, 3, 4, 24, 3, 23, 3]",0
1811,"[2, 12, 11, 3, 2, 3, 14, 3, 12, 5, 18, 5, 11, 12, 18, 13, 5, 5, 2, 14]",1
1812,"[4, 6, 3, 23, 2, 24, 3, 4, 6, 23, 6, 6, 8, 8, 24, 6, 24, 6, 23, 24]",0
1813,"[4, 8, 2, 2, 3, 4, 8, 4, 24, 8, 24, 6, 23, 8, 6, 3, 8, 2, 3, 8]",0
1814,"[8, 3, 23, 2, 4, 23, 6, 6, 2, 2, 4, 6, 4, 2, 2, 4, 4, 23, 4, 4]",0
1815,"[23, 3, 8, 23, 6, 24, 3, 3, 23, 8, 24, 6, 3, 3, 24, 24, 3, 4, 4, 8]",0
1816,"[2, 5, 11, 14, 18, 2, 5, 12, 2, 2, 13, 12, 14, 12, 13, 5, 2, 13, 11, 5]",1
1817,"[24, 3, 23, 2, 3, 3, 23, 8, 23, 23, 4, 24, 6, 2, 6, 8, 8, 24, 2, 3]",0
